"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2019-05-31,343369,"Hamilton","IN","Fort Wayne","Allen County","Fort Wayne",4642,68500,-0.0058055152394775,-0.00145772594752187,0.139767054908486,0.0268520257770699,0.0129999129111722,"2019-03","2019-Q1",69100,-0.00868306801736614,"2019-02"
2019-05-31,271935,"North East","WA","Olympia-Tumwater","Thurston County","Olympia",4643,295200,-0.0070635721493441,-0.0136986301369863,0.0520313613684961,0.0705840847958163,0.0259424855814856,"2019-03","2019-Q1",299300,-0.0136986301369863,"2018-12"
2019-05-31,269691,"City Park","LA","New Orleans-Metairie","Orleans Parish","New Orleans",4644,397500,0.00176411290322581,-0.0104555638536221,-0.0479041916167665,0.0834108817385908,0.0445768601724879,"2017-10","2017-Q4",438500,-0.0935005701254276,"2016-09"
2019-05-31,417089,"South San Lauren - Fruitvale","CA","Bakersfield","Kern County","Bakersfield",4645,281100,0.00142500890630566,0.00464617583988563,0.00969827586206897,0.0169042435100255,0.0291494033194863,"2006-05","2006-Q2",388800,-0.277006172839506,"2004-10"
2019-05-31,762846,"Hungerford-Stoneridge","MD","Washington-Arlington-Alexandria","Montgomery County","Rockville",4646,514300,-0.00348769618291029,-0.00271475664145821,0.0298358029635563,0.0229229654616778,0.027657688495125,"2019-03","2019-Q1",516700,-0.00464486162183085,"2019-02"
2019-05-31,416972,"Aragon","CA","San Francisco-Oakland-Hayward","San Mateo County","San Mateo",4647,1772300,-0.0093901961880275,-0.03611247076739,-0.0521446143972617,0.0673650240417785,0.0600903422561492,"2018-07","2018-Q3",1882300,-0.0584391436009138,"2017-12"
2019-05-31,270156,"Sheridan","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Minneapolis",4648,257500,-0.0134099616858238,-0.0253595760787282,0.0333065810593901,0.0902050566238035,0.0518663883682673,"2019-03","2019-Q1",264200,-0.0253595760787282,"2018-11"
2019-05-31,248378,"West Ghent","VA","Virginia Beach-Norfolk-Newport News","Norfolk City","Norfolk",4649,371200,-0.0072211821342605,-0.0290347894323829,-0.0138150903294368,0.0244302967564487,0.00430267978738197,"2006-04","2006-Q2",402800,-0.0784508440913605,"2005-08"
2019-05-31,276427,"Loma Vista","TX","San Antonio-New Braunfels","Bexar County","San Antonio",4650,89200,-0.00888888888888889,-0.0187018701870187,0.0799031476997579,,,"2018-12","2018-Q4",91500,-0.0251366120218579,"2018-10"
2019-05-31,269407,"Peachtree Hills","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Atlanta",4651,531400,-0.013001485884101,-0.0304688925378581,0.00586787809956464,0.0541677115618913,0.0399405724959079,"2019-02","2019-Q1",548100,-0.0304688925378581,"2018-06"
2019-05-31,272276,"Trinity Park","NC","Durham-Chapel Hill","Durham County","Durham",4652,444600,0.00090049527239982,0.009766068589598,0.166929133858268,0.0767370307312061,0.0564220172223497,"2019-05","2019-Q2",444600,0,"2019-05"
2019-05-31,415916,"Trouville","OH","Columbus","Franklin County","Columbus",4653,139800,0.0021505376344086,0.0196936542669584,0.0930414386239249,0.0723240620324339,0.0212397865139926,"2019-05","2019-Q2",139800,0,"2019-05"
2019-05-31,761219,"Church Street","MA","Boston-Cambridge-Newton","Middlesex County","Marlborough",4654,332200,-0.00389805097451274,-0.0133650133650134,0.0134228187919463,0.0483837180489493,0.0346941019296707,"2019-02","2019-Q1",336700,-0.0133650133650134,"2018-11"
2019-05-31,273955,"Hector Campbell","OR","Portland-Vancouver-Hillsboro","Clackamas County","Milwaukie",4655,350300,-0.00482954545454545,-0.00482954545454545,0.0266705744431419,0.107861677438912,0.0502218315524854,"2019-03","2019-Q1",353200,-0.00821064552661382,"2019-02"
2019-05-31,116334,"Loyola","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","Los Altos",4656,3470300,-0.0135588402501421,-0.0496494687260379,-0.079691312188395,0.0633098547275031,0.0807094023922817,"2018-06","2018-Q2",3784600,-0.0830470855572584,"2017-10"
